Epoch, Training
0.019083969465648856, 0.48035087719298253
0.9732824427480916, 0.17157894736842105
1.984732824427481, 0.13508771929824562
2.9770992366412217, 0.1168421052631579
3.969465648854962, 0.11403508771929825
4.980916030534352, 0.09228070175438596
5.973282442748092, 0.09228070175438596
7.022900763358779, 0.09017543859649123
7.977099236641221, 0.07894736842105263
8.988549618320612, 0.08736842105263158
9.961832061068703, 0.09438596491228071
10.973282442748092, 0.0768421052631579
11.965648854961833, 0.0775438596491228
12.977099236641221, 0.07964912280701755
14.00763358778626, 0.07614035087719298
14.942748091603054, 0.06771929824561404
15.992366412213741, 0.06771929824561404
16.984732824427482, 0.06280701754385964
18.015267175572518, 0.060701754385964916
18.950381679389313, 0.060701754385964916
