Epoch, Training
0.018172377985462097, 0.8741379310344828
1.0176531671858775, 0.9608620689655172
2.980269989615784, 0.9702613146551724
4.034267912772585, 0.9701724137931034
4.997403946002077, 0.9753448275862069
7.0327102803738315, 0.9753448275862069
7.995846313603323, 0.9786206896551723
9.95846313603323, 0.9737931034482759
10.99428868120457, 0.9779310344827586
11.975597092419521, 0.9787931034482759
12.975077881619937, 0.9774137931034482
14.047248182762202, 0.9777586206896551
14.955867082035306, 0.9808620689655172
15.991692627206646, 0.9803448275862069
17.027518172377984, 0.9817241379310344
18.00882658359294, 0.9816406249999999
18.953790238836966, 0.9818965517241379
